/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/800.h5,40000.0,774891.4606142114
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/975.h5,48750.0,701355.6863930494
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/75.h5,3750.0,619622.1272736356
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/750.h5,37500.0,786400.6040915578
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/175.h5,8750.0,594278.7103074596
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1075.h5,53750.0,650111.5459162635
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1100.h5,55000.0,633130.9400164742
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/625.h5,31250.0,764162.100221921
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1475.h5,73750.0,178628.58515166
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/575.h5,28750.0,718053.020587853
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/350.h5,17500.0,610953.6642310716
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1250.h5,62500.0,509020.1019767106
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1325.h5,66250.0,428266.2451893992
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/225.h5,11250.0,584153.4835033424
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/400.h5,20000.0,627485.6997234004
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1500.h5,75000.0,119029.97307414669
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/0.h5,0.0,621181.3652124613
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/650.h5,32500.0,770984.3785771567
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1175.h5,58750.0,593499.3441008923
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/1000.h5,50000.0,697576.4728761257
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/100.h5,5000.0,615236.2808077371
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/725.h5,36250.0,788278.2960038522
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/475.h5,23750.0,646817.5158065362
/lustre/orion/ast181/scratch/helenarichie/2024-02-07/hdf5/full/250.h5,12500.0,578471.3596557141
